2023/8/13,0.0,0.0,
2023/8/13,0.016667,0.0,
2023/8/13,0.219071,0.0,
2023/8/13,0.244386,0.0,
2023/8/13,0.294067,0.0,
2023/8/13,0.310734,0.0,
2023/8/13,0.327401,0.0,
2023/8/13,0.344068,0.0,
2023/8/13,0.360734,0.0,
2023/8/13,0.37751,0.0,
2023/8/13,0.394176,0.0,
2023/8/13,0.410843,0.0,
2023/8/13,0.42751,0.0,
2023/8/13,0.444177,0.0,
2023/8/13,0.460844,0.0,
2023/8/13,0.477658,0.0,
2023/8/13,0.494325,0.0,
2023/8/13,0.510992,0.0,
2023/8/13,0.527658,0.0,
2023/8/13,0.544325,0.0,
2023/8/13,0.560992,0.0,
2023/8/13,0.577658,0.0,
2023/8/13,0.59435,0.0,
2023/8/13,0.611019,0.0,
2023/8/13,0.627686,0.0,
2023/8/13,0.644386,0.0,
2023/8/13,0.661052,0.0,
2023/8/13,0.677806,0.0,
2023/8/13,0.694473,449.209516,
2023/8/13,0.71114,1037.419937,
2023/8/13,0.727806,1625.595139,
2023/8/13,0.744473,2213.71532,
2023/8/13,0.7612,2803.898544,
2023/8/13,0.777867,3391.848799,
2023/8/13,0.794534,3979.687615,
2023/8/13,0.811201,4567.388159,
2023/8/13,0.827867,5154.934112,
2023/8/13,0.844534,5742.308951,
2023/8/13,0.861201,6329.493209,
2023/8/13,0.877868,6916.463232,
2023/8/13,0.894535,7503.199571,
2023/8/13,0.911202,8089.681109,
2023/8/13,0.927868,8675.88548,
2023/8/13,0.944535,9261.792848,
2023/8/13,0.961202,9847.390926,
2023/8/13,0.977869,10432.65821,
2023/8/13,0.994536,11017.569033,
2023/8/13,1.011203,11602.111126,
2023/8/13,1.027869,12186.256342,
2023/8/13,1.044536,12769.993266,
2023/8/13,1.061203,13353.293789,
2023/8/13,1.07787,13936.142347,
2023/8/13,1.094537,14518.519211,
2023/8/13,1.111204,15100.412989,
2023/8/13,1.12787,15681.78734,
2023/8/13,1.144537,16262.630912,
2023/8/13,1.161204,16842.924046,
2023/8/13,1.179169,17467.777666,
2023/8/13,1.195836,18046.869232,
2023/8/13,1.213003,18642.706433,
2023/8/13,1.22967,19220.532556,
2023/8/13,1.246337,19797.704825,
2023/8/13,1.263004,20374.21031,
2023/8/13,1.27967,20950.029485,
2023/8/13,1.296337,21525.137917,
2023/8/13,1.313004,22099.516145,
2023/8/13,1.329671,22673.143095,
2023/8/13,1.346338,23246.005916,
2023/8/13,1.363004,23818.081934,
2023/8/13,1.379671,24389.34852,
2023/8/13,1.396338,24959.792876,
2023/8/13,1.413005,25529.395679,
2023/8/13,1.429672,26098.13601,
2023/8/13,1.446339,26665.988117,
2023/8/13,1.463005,27232.940908,
2023/8/13,1.479672,27798.968703,
2023/8/13,1.496339,28364.057208,
2023/8/13,1.513006,28928.180837,
2023/8/13,1.529673,29491.33179,
2023/8/13,1.546339,30053.481331,
2023/8/13,1.563006,30614.613657,
2023/8/13,1.579673,31174.706575,
2023/8/13,1.59634,31733.757124,
2023/8/13,1.613007,32291.720791,
2023/8/13,1.629818,32853.407747,
2023/8/13,1.646484,33409.15694,
2023/8/13,1.663151,33963.778525,
2023/8/13,1.679818,34517.24738,
2023/8/13,1.696486,35069.585833,
2023/8/13,1.713153,35620.724543,
2023/8/13,1.729821,36170.670081,
2023/8/13,1.746488,36719.362979,
2023/8/13,1.763155,37266.822403,
2023/8/13,1.779822,37813.001662,
2023/8/13,1.796489,38357.9042,
2023/8/13,1.813156,38901.50534,
2023/8/13,1.829823,39443.826993,
2023/8/13,1.84649,39984.779425,
2023/8/13,1.863157,40524.375416,
2023/8/13,1.879825,41062.630559,
2023/8/13,1.896492,41599.495722,
2023/8/13,1.913159,42134.94049,
2023/8/13,1.929826,42668.946838,
2023/8/13,1.946493,43201.50592,
2023/8/13,1.96316,43732.608838,
2023/8/13,1.979827,44262.222434,
2023/8/13,1.996493,44790.337913,
2023/8/13,2.01316,45316.9374,
