2023/10/7,0.0,54322.561381,
2023/10/7,0.016667,54817.759032,
2023/10/7,0.392356,65456.643926,
2023/10/7,0.415747,66083.671044,
2023/10/7,0.440376,66739.097443,
2023/10/7,0.460139,67261.467634,
2023/10/7,0.488088,67994.738868,
2023/10/7,0.504755,0.0,
2023/10/7,0.538368,0.0,
2023/10/7,0.555035,69724.72551,
2023/10/7,0.571701,70149.532635,
2023/10/7,0.588368,70571.965422,
2023/10/7,0.612871,71188.660688,
2023/10/7,0.629537,71605.167414,
2023/10/7,0.646214,72019.486776,
2023/10/7,0.662881,72431.144967,
2023/10/7,0.697179,73270.526946,
2023/10/7,0.713846,73674.626303,
2023/10/7,0.730513,74076.236648,
2023/10/7,0.74718,74475.33975,
2023/10/7,0.763846,74871.922099,
2023/10/7,0.780513,75265.970274,
2023/10/7,0.79718,75657.46647,
2023/10/7,0.813846,76046.406398,
2023/10/7,0.830513,76432.772399,
2023/10/7,0.84718,76816.551395,
2023/10/7,0.863847,77197.730396,
2023/10/7,0.880514,77576.296501,
2023/10/7,0.89718,77952.236896,
2023/10/7,0.913847,78325.543115,
2023/10/7,0.930514,78696.189751,
2023/10/7,0.947181,79064.181225,
2023/10/7,0.963848,79429.492403,
2023/10/7,0.980515,79792.115148,
2023/10/7,1.007947,80383.085764,
2023/10/7,1.024614,80738.536099,
2023/10/7,1.055331,81386.47485,
2023/10/7,1.071998,81734.128662,
2023/10/7,1.107359,82462.540345,
2023/10/7,1.134217,83007.399577,
2023/10/7,1.164841,83619.775193,
2023/10/7,1.185792,84033.198139,
2023/10/7,1.206601,84439.398229,
2023/10/7,1.231638,84922.214388,
2023/10/7,1.263049,85518.764511,
2023/10/7,1.294009,86096.683897,
2023/10/7,1.326739,86696.719005,
2023/10/7,1.360039,87295.58796,
2023/10/7,1.390561,87834.128505,
2023/10/7,1.422078,88379.763156,
2023/10/7,1.438745,88663.988616,
2023/10/7,1.459257,89009.670835,
2023/10/7,1.475923,89287.1857,
2023/10/7,1.50314,89733.859649,
2023/10/7,1.535705,90257.678186,
2023/10/7,1.566719,90745.702899,
2023/10/7,1.600404,91263.713369,
2023/10/7,1.636091,91798.72872,
2023/10/7,1.661748,92174.581901,
2023/10/7,1.691767,92604.959691,
2023/10/7,1.746889,93368.698711,
2023/10/7,1.774539,93738.804019,
2023/10/7,1.806088,94150.430783,
2023/10/7,1.834352,94509.499318,
2023/10/7,1.869797,94946.797035,
2023/10/7,1.909335,95417.431819,
2023/10/7,1.940307,95773.404216,
2023/10/7,1.971797,96123.862856,
2023/10/7,2.002447,96453.831939,
2023/10/7,2.033936,96781.316857,
